29,2.34,4.38,179.5768257,2173.51,13.46,1,2.16,4,1014.51,107,20,50,49.8607,34,1.8,44.71,60.91,0.47,15.48666667,474.6
33,1.57,3.1,194.5108702,2115.14,9.39,0.99,0.62,3,1029.14,100,46.374,77.29,50.0039,25.7,0.76,40.11,48.81,-0.4,12.13,473.05
30,1,3.65,174.0140657,2135.58,31.07,1.48,1.38,2,1010.58,99,8.732,43.66,50.1766,26.2,1.28,73.5,87.5,0.47,19.35666667,432.06
29,1.36,4.21,194.5444794,2249.71,12.82,1.02,1.13,3,1018.71,100,100.56,83.8,50.2243,32.1,1.3,38.62,56.92,0.52,15.27333333,467.41
28,1.04,3.92,165.2942593,2170.6,32.57,0.93,1.18,3,1011.6,97,46.529,66.47,50.148,27.2,0.91,78.92,94.32,0.25,20.85666667,430.12
29,1.25,4.14,185.4661906,2317.82,8.11,1.08,1.44,4,1014.82,108,74.472,93.09,50.0686,30.3,1.13,42.18,47.48,-0.58,12.70333333,473.62
29,0.86,3.82,192.8185697,2164.94,13.92,1.3,1.17,2,1012.94,99,32.208,80.52,50.084,27.2,0.86,39.39,46.39,-0.22,12.64,471.81
27,0.8,4.63,174.5002082,2265.23,23.04,1.55,3.56,3,1010.23,102,55.192,68.99,50.4327,29.1,1.53,59.43,73.73,0.47,19.68,442.99
31,1.24,4.22,172.5676561,2253.65,27.31,1.03,1.2,3,1014.65,102,22.908,57.27,49.9409,31.6,1.14,64.44,73.74,-0.17,17.10333333,442.77
29,1.31,4.19,187.5996259,2145.18,5.91,1.13,1.14,2,1010.18,100,57.318,95.53,49.851,32.8,1.39,39.33,51.73,0.02,13.97,491.49
32,1.18,3.66,181.4555458,2252.68,25.26,1.07,1.04,4,1013.68,93,64.548,71.72,50.222,28,1.28,61.08,67.98,-0.23,18.42,447.46
31,1.17,3.71,174.8487625,2228.25,27.97,1.03,0.85,3,1002.25,102,17.364,57.88,49.9153,27.9,0.98,58.84,68.74,0.03,17.32333333,446.11
29,1.01,4.04,186.7225967,2140.03,26.08,0.84,1.12,3,1007.03,95,25.336,63.34,49.6461,30.1,1,52.3,61.6,-0.36,15.69333333,442.44
26,1.12,4.6,174.0603128,2325.61,29.01,1.1,3.72,4,1013.61,102,28.842,48.07,49.9558,32.8,1.54,65.71,69.81,-0.62,17.67,446.22
24,1.9,4.6,197.3881957,2316.67,12.18,1.28,11.39,4,1016.67,104,64.309,91.87,50.4869,28.9,1.93,40.1,50.9,0.21,12.06,471.49
29,1.1,3.95,187.4991478,2283.89,13.76,0.97,1.1,4,1008.89,100,34.908,87.27,50.4183,29.1,1.06,45.87,54.57,-0.03,12.58666667,463.5
31,1.09,4,179.7485276,2258.02,25.5,1.16,1.15,3,1016.02,100,57.96,64.4,50.3706,27.8,1.61,58.79,83.69,0.71,20.5,440.01
29,0.89,4.16,168.6218211,2217.56,28.26,0.94,1.03,4,1014.56,93,47.74,43.4,49.7283,33.6,1.27,65.34,83.34,0.35,22.42,441.03
22,1.11,5.35,172.0613309,2310.49,21.39,1.1,2.38,3,1019.49,103,93.912,72.24,50.5183,33.1,1.25,62.96,70.86,-0.14,18.13,452.68
32,3.27,3.93,185.8519273,2164.43,7.26,1.02,1.16,3,1020.43,104,18.044,90.22,49.9336,31.1,1.35,40.69,47.39,-0.47,11.42,474.91
34,1.61,2.94,199.036468,2080.71,10.54,0.97,0.58,2,1018.71,95,51.8,74,50.1098,25.5,0.89,34.03,49.73,0.4,15.51333333,478.77
33,5.44,3.29,171.0844397,2039.14,27.71,0.78,0.57,3,998.14,97,7.185,71.85,50.0501,29.1,1.38,74.34,91.54,0.64,19.23666667,434.2
35,2.02,3.42,169.7121576,2111.83,23.11,0.9,0.7,3,1017.83,102,51.972,86.62,49.863,30.7,1,68.3,77.2,-0.4,18.70333333,437.91
23,1.2,5.32,187.9399651,2368.61,7.51,1.15,6.97,4,1024.61,101,97.41,97.41,50.0793,33.7,2.03,41.01,47.71,-0.29,12.50333333,477.61
34,1.13,3.05,172.199122,2024.65,26.46,1.03,0.49,1,1016.65,92,50.664,84.44,49.8212,26.7,0.76,74.67,85.57,0.03,18.82,431.65
37,1.13,2.96,170.662009,2075.58,29.34,0.97,0.53,3,998.58,96,16.31,81.55,49.7486,27,0.87,74.34,86.64,0.11,18.78,430.57
34,1.34,3.42,189.6345113,2168.82,10.32,1.28,0.69,1,1008.82,98,30.264,75.66,50.2446,25,0.88,42.28,53.78,0.05,12.44,481.09
38,4.71,2.29,178.4150939,1917.56,22.74,0.93,0.28,3,1009.56,99,15.882,79.41,49.9055,21.5,0.88,61.02,69.52,-0.09,17.58,445.56
36,1.27,3.03,192.3713479,2132.71,13.48,1.14,0.61,2,1012.71,95,41.237,58.91,50.1473,25.5,0.88,39.85,50.25,-0.23,15.49333333,475.74
26,0.93,4.62,172.4233996,2284.36,25.52,1.15,1.48,3,1010.36,98,144.096,90.06,50.1024,34.3,1.43,69.75,89.75,0.69,20.50666667,435.12
36,1.32,2.44,170.2388347,2128.39,21.58,0.91,0.37,2,1017.39,94,31.6,79,49.9015,24.8,0.82,67.25,73.85,-0.42,15.19333333,446.15
33,1.08,3.23,162.8139638,2150.31,27.66,1.1,0.68,2,1001.31,97,20.841,69.47,49.9816,24.5,0.89,76.86,87.66,0.12,19.22,436.64
29,0.81,4.05,168.2899186,2198.89,26.96,1.11,1.1,2,1013.89,96,20.588,51.47,49.7221,30.3,1.11,69.45,81.95,0.17,18.98666667,436.69
28,1.18,4.09,195.4018794,2201.53,12.29,0.98,1.21,3,1016.53,96,49.878,83.13,49.9454,30.1,0.96,42.18,47.18,-0.58,11.09666667,468.75
36,1.48,3.31,194.1615073,2132.18,15.86,1.08,0.63,2,1012.18,95,24.198,40.33,50.0679,26.1,0.86,43.02,50.82,-0.35,13.28666667,466.6
32,1.42,3.01,193.2874069,2100.42,13.87,1.07,0.24,1,1024.42,87,57.183,81.69,50.0745,26.1,0.57,45.08,56.38,0.14,14.62333333,465.48
33,1.99,3.81,166.3116326,2233.93,24.09,0.99,0.94,3,1014.93,105,28.365,94.55,50.2937,32.3,1.06,73.68,81.18,-0.28,18.03,441.34
31,2.22,4,173.4285421,2243.53,20.45,1.07,1.18,3,1012.53,105,36.724,91.81,50.0589,31.8,1.19,69.45,75.05,-0.56,13.81666667,441.83
25,1.26,4.45,193.3866704,2255,15.07,1.16,2,3,1019,105,44.534,63.62,50.4033,29.1,1.08,39.3,47.8,-0.03,15.02333333,464.7
31,0.88,4.2,172.8512493,2248.6,32.72,1.07,1.07,3,1009.6,96,64.155,49.35,49.809,29.9,1.35,69.75,89.65,0.4,21.90666667,437.99
32,1.75,3.5,178.7598041,2152.55,18.23,1.14,0.7,2,1015.55,95,62.649,69.61,49.9496,28.4,0.97,58.96,64.46,-0.6,15.07666667,459.12
27,1.33,4.56,170.2535793,2206.56,35.56,0.98,1.51,3,1006.56,102,23.25,38.75,50.2534,33.3,1.33,68.94,87.94,0.67,22.85333333,429.69
31,0.93,3.71,183.7122263,2170.57,18.36,0.96,1.12,4,1010.57,95,45.085,90.17,50.0428,27.2,1.1,51.43,63.63,0.21,17.12,459.8
29,0.87,3.82,177.1293718,2176.81,26.35,1.11,1.09,2,1009.81,95,48.744,81.24,50.1315,30.4,1.08,64.05,79.15,0.49,19.78333333,433.63
32,1.75,3.56,174.500134,2209.62,25.92,0.95,0.83,4,1014.62,103,24.23,48.46,49.9451,28.7,1,60.95,66.25,-0.47,16.64,442.84
29,1.39,4.51,187.8241071,2253.49,8.01,1.22,1.53,3,1014.49,108,30.688,76.72,49.8643,34.7,1.24,41.66,51.76,-0.17,10.67,485.13
22,0.92,5.19,183.70922,2395.09,19.63,1.23,5.91,3,1025.09,100,204.64,51.16,50.5929,32.4,1.35,52.72,65.42,-0.04,18.54333333,459.12
29,0.94,4.39,170.2034168,2285.05,20.02,1.07,1.69,4,1012.05,103,45.804,76.34,49.8625,33.7,1.76,67.32,80.12,0.24,16.67333333,445.31
36,1.37,3.55,185.3480612,2095.7,10.08,0.98,0.65,3,1022.7,102,20.19,67.3,49.5023,30.3,1.05,40.72,53.32,-0.09,14.36,480.8
38,1.26,2.61,166.7435727,2130.23,27.23,1.03,0.45,2,1005.23,95,31.428,52.38,49.7164,25.9,0.83,66.48,74.38,-0.22,20.07666667,432.55
37,1.72,3.24,173.799936,2108.42,23.37,1.11,0.52,1,1013.42,100,7.644,76.44,49.9982,27.5,0.78,63.77,69.57,-0.52,15.79,443.86
33,1.53,2.52,183.4716998,1978.3,18.74,0.75,0.32,3,1018.3,94,27.465,91.55,49.6214,25.1,0.68,59.21,72.31,0.19,14.24666667,449.77
35,1.32,3.45,180.4075943,2131.19,14.81,1.05,0.59,2,1017.19,99,28.76,71.9,49.7247,26.2,0.93,43.69,51.49,-0.54,14.93666667,470.71
25,0.97,5.11,182.8953147,2251.93,23.1,1.18,2.06,3,1011.93,100,112.07,80.05,50.1285,35.5,1.39,51.3,66.7,0.27,19.7,452.17
35,1.13,3.01,193.3019842,2129.6,10.72,0.91,0.61,3,1021.6,94,12.754,63.77,49.9892,26,0.78,41.38,55.78,0.11,11.57333333,478.29
26,1.15,4.71,172.211019,2339.96,29.46,1.35,2.39,3,1006.96,107,37.356,62.26,50.3994,33.1,1.29,71.94,81.44,0.07,18.82,428.54
30,1.34,3.68,193.5242057,2170.66,8.1,1.08,0.83,2,1020.66,99,53.424,89.04,50.1287,29.6,0.92,40.64,50.54,-0.04,12.7,478.27
38,1.43,2.84,180.5310772,2098.63,27.29,0.91,0.37,2,1007.63,90,29.01,58.02,50.0356,25.9,0.88,62.66,77.56,0.19,18.09666667,439.58
33,1.59,3.37,185.4390629,2090.53,17.1,1.22,0.65,1,1005.53,93,65.456,81.82,50.1017,25,0.78,49.69,57.89,-0.18,16.7,457.32
29,1.07,4.21,186.5514454,2339.79,11.49,1.13,1.36,3,1018.79,105,136.71,91.14,50.4902,29.3,1.04,44.2,53.7,-0.18,14.83,475.51
25,1.05,5.18,166.3273615,2364.85,23.69,1.28,1.98,3,1010.85,110,195.624,88.92,49.9224,37.2,1.29,65.59,73.59,-0.21,18.89666667,439.66
31,0.85,4.15,188.5262217,2217.03,13.51,1.78,1.56,2,1011.03,102,67.864,84.83,49.9952,31.7,1.81,40.89,55.59,0.2,16.50333333,471.99
35,1.46,2.52,196.2159741,2000.1,9.64,0.9,0.39,2,1015.1,90,18.352,91.76,49.9546,23.6,0.75,39.35,48.05,-0.19,11.21333333,479.81
35,1.56,3.11,167.7987177,2118.83,25.65,1.07,0.54,2,1010.83,97,60.592,86.56,50.1366,27.2,1.06,78.92,97.02,0.32,20.55,434.78
35,1.86,2.88,181.428002,2165.18,21.59,1.25,0.5,1,1011.18,99,28.605,57.21,50.183,26.2,0.75,61.87,68.27,-0.33,14.19666667,446.58
24,0.95,5.69,172.0494665,2456.92,27.98,1.5,4.36,3,1013.92,108,54.25,54.25,50.0465,34.1,1.64,58.33,65.83,-0.27,19.32666667,437.76
25,1.14,4.86,192.9759547,2295.24,18.8,1.25,5.19,4,1001.24,104,82.94,63.8,50.5184,30,1.59,39.72,50.42,-0.13,17.26666667,459.36
26,0.93,4.62,180.5121216,2365.99,18.28,1.32,1.98,3,1016.99,106,30.339,33.71,50.3304,29.2,1.46,44.71,58.21,0.44,17.09333333,462.28
25,0.95,5.16,187.1652269,2336.08,13.55,1.28,2.72,3,1016.08,101,94.15,67.25,50.4728,30.9,1.22,43.48,54.78,-0.14,14.51666667,464.33
28,1.12,4.04,193.7264237,2171.71,22.99,0.72,1.03,4,1010.71,94,60.11,60.11,50.029,29.1,0.9,46.21,54.51,-0.41,15.66333333,444.36
28,1.44,4.39,176.2910363,2195.32,23.94,1.1,1.54,3,1014.32,105,67.095,74.55,50.0013,32,1.25,59.39,69.29,-0.19,18.98,438.64
22,0.62,4.82,198.542581,2265.69,13.74,1.54,23.59,3,1018.69,101,127.946,67.34,50.2214,34.9,2.29,34.03,50.93,0.66,18.58,470.49
32,1.86,3.68,186.9064058,2173.86,21.3,1.06,0.8,2,1001.86,103,21.375,42.75,49.9562,32.1,1.02,41.1,55.1,0.44,16.1,455.13
31,1.49,3.79,176.009455,2233.06,27.54,1.02,0.87,2,1017.06,99,49.68,55.2,50.1159,31.5,0.94,66.93,75.93,-0.37,18.18,450.22
35,1.65,3.15,169.9009563,2100.34,24.81,1.02,0.41,2,1009.34,99,33.444,83.61,49.6599,26.5,1,63.73,76.53,0.22,18.27,440.43
33,1.43,3.26,189.1272934,2181.02,4.97,1.06,0.54,2,1014.02,98,71.024,88.78,49.912,27.9,0.79,42.85,53.45,0.03,10.65666667,482.98
29,2.12,4.03,180.0062875,2158.19,15.22,0.81,1.17,4,1014.19,105,60.072,100.12,49.9545,31.6,1.41,50.88,66.18,0.34,16.07333333,460.44
31,1.16,3.34,181.3448342,2110.81,23.88,1.02,0.61,2,1012.81,92,64.52,64.52,50.1494,26.7,0.95,54.2,80.1,0.78,20.96,444.97
26,0.94,4.53,166.9537552,2219.2,33.01,0.98,1.56,4,1005.2,108,30.846,51.41,49.7187,33.3,1.14,68.67,77.17,-0.45,21.00333333,433.94
30,1.03,4.17,163.1481857,2250.28,25.98,1.09,1.13,3,1012.28,105,68.624,85.78,49.938,33.8,1.19,73.18,86.78,0.32,20.66,439.73
31,1.34,4.11,164.1067135,2263.89,28.18,1.2,1.07,3,1005.89,105,45.246,75.41,50.1074,28.2,1.15,73.88,82.78,-0.25,19.39333333,434.48
26,1.39,4.5,172.8043653,2268.93,21.67,1.22,3.26,4,1017.93,105,73.467,81.63,50.0818,32.7,1.81,60.84,67.64,-0.24,18.22333333,442.33
30,1.01,3.99,188.1434048,2267.26,17.67,1.02,1.12,3,1014.26,97,36.344,51.92,50.024,30.1,1,45.09,49.79,-0.6,14.89,457.67
25,0.47,4.51,182.1622659,2342.8,21.37,1.45,14.04,4,1018.8,103,49.084,70.12,49.8882,34.2,2.46,57.76,67.26,-0.03,15.12333333,454.66
36,1.07,2.57,174.1176942,2151.71,28.69,1.14,0.32,2,1017.71,91,16.149,53.83,49.5237,25.4,0.69,67.25,75.25,-0.2,17.56333333,432.21
24,0.71,4.86,185.0379944,2285.25,16.61,1.19,3.32,3,1012.25,100,61.784,77.23,50.1682,31.8,1.42,43.77,59.47,0.59,16.53666667,457.66
36,1.13,3.3,170.7561701,2058.27,27.91,0.97,0.57,3,1010.27,92,13.134,65.67,49.8933,25.6,0.99,63.76,82.06,0.44,19.30333333,435.21
35,1.31,3.16,183.9384181,2178.64,20.97,1.02,0.68,3,1007.64,99,35.59,71.18,49.7908,27.5,1.06,47.43,61.43,0.18,17.99,448.22
38,1.72,2.99,193.5157467,2173.79,10.8,0.93,0.56,3,1013.79,95,65.568,81.96,49.811,28.5,0.84,41.66,46.96,-0.91,13.6,475.51
28,0.79,4.28,177.329952,2237.24,20.61,1.01,1.43,3,1013.24,97,103.402,79.54,49.9258,32.7,1.3,62.91,80.31,0.43,17.87,446.53
27,0.7,4.46,173.9864877,2291.7,25.45,1.54,1.86,2,1011.7,107,23.545,47.09,50.2087,31.7,1.44,57.32,80.02,0.9,19.48333333,441.3
31,1.05,3.86,173.0551777,2222.67,30.16,1.33,1.02,2,1007.67,96,46.152,57.69,50.2941,29.4,1.12,69.34,84.44,0.53,21.05333333,433.54
32,1.75,3.95,188.8385202,2159.45,4.99,0.92,0.94,3,1020.45,104,23.667,78.89,49.53,32.9,1.3,39.04,49.64,-0.26,9.663333333,472.52
28,1.08,3.96,189.3381831,2181.59,10.51,1.45,1.8,3,1012.59,96,76.761,85.29,50.2179,28,1.78,44.78,60.98,0.7,15.50333333,474.77
27,1.96,4.65,165.054737,2236.62,33.79,1.55,4.95,2,1001.62,107,24.078,40.13,50.2313,32.1,2.93,69.05,87.45,0.78,23.26333333,435.1
40,1.45,2.82,173.4012858,2137.92,21.34,1.13,0.41,3,1016.92,100,15.412,77.06,49.6847,24.5,0.9,59.8,67.9,-0.46,16.11333333,450.74
33,1.58,2.93,178.7452066,2171.32,23.4,0.51,0.15,3,1014.32,96,40.428,67.38,50.0931,23.7,0.28,65.06,72.06,-0.48,14.8,442.7
30,0.99,3.91,173.2306043,2153.34,32.21,1.02,0.88,2,1003.34,93,43.708,62.44,49.6841,31.1,0.91,68.14,76.94,-0.25,19.73666667,426.56
32,0.93,3.64,191.0170938,2085,14.26,1.11,0.75,1,1016,90,77.43,77.43,49.6615,29.7,0.93,42.32,58.02,0.16,16.75333333,463.71
20,1.01,5.15,169.5385191,2365.85,27.71,0.68,22.97,4,1016.85,110,70.524,58.77,49.9993,32.7,1.57,66.93,75.13,-0.37,18.23666667,447.06
34,1.06,3.56,175.0534946,2112.02,21.95,1.29,0.67,1,1018.02,98,6.772,67.72,49.5569,26.4,0.87,57.76,67.56,-0.1,15.31666667,452.27
35,1.02,3.44,175.0134906,2116.49,25.76,0.92,0.66,3,1018.49,93,21.07,42.14,49.4742,28.6,1.02,63.94,77.44,-0.01,18.58666667,445.78
31,1.12,4.14,174.86797,2284.93,23.68,1.12,1.06,3,1017.93,95,117.824,84.16,50.3786,32,1.22,68.3,78,0.01,18.89333333,438.65
38,1.65,2.8,192.9242768,1992.55,8.28,1.01,0.35,2,1011.55,95,53.874,89.79,49.987,25.5,1.01,40.77,53.67,0.18,14.76,480.15
25,1.03,4.68,171.4282032,2279.46,23.44,1.14,2.21,3,1016.46,103,67.21,67.21,49.9047,32.8,1.35,62.52,74.82,0.15,17.81333333,447.19
38,1.53,2.5,187.3300257,2114.47,25.32,0.95,0.37,2,1008.47,89,28.856,72.14,50.1538,21,0.77,48.41,55.41,-0.39,16.44,443.04
26,1.19,4.89,191.8446946,2318.06,3.94,1.15,10.82,4,1008.06,107,233.976,97.49,50.2644,34.9,2.56,39.9,57.5,0.55,14.31333333,488.81
28,1.14,4.49,170.6105125,2294.26,17.3,1.06,1.45,3,1016.26,109,61.418,87.74,49.8216,34.5,1.32,57.76,68.96,0.03,16.76666667,455.75
22,0.46,5.14,188.8727966,2259.83,18.2,1.16,73.45,4,1018.83,99,77.04,96.3,49.9385,37.1,3.54,49.39,62.19,0.24,16.06666667,455.86
23,0.94,5.13,190.3170555,2243.94,21.43,0.99,13.96,5,1013.94,100,42.875,61.25,49.9493,33.9,2.59,46.97,63.77,0.35,16.14333333,457.68
24,0.92,5.22,194.0910589,2334.95,11.16,1.16,2.71,3,1014.95,100,185.598,88.38,50.5233,35.2,1.39,40.05,54.85,0.33,15.72,479.11
31,1.3,3.76,164.8278762,2118.44,30.38,1.21,1.04,2,1007.44,101,14.954,74.77,49.768,26.3,1.11,74.16,83.16,-0.33,19.12666667,432.84
24,0.78,4.91,169.6789358,2346.18,23.36,1.01,2.52,3,1016.18,99,54.544,68.18,50.0441,30,0.94,62.52,67.02,-0.58,17.78666667,448.37
29,1.36,4.06,184.8471453,2283.56,21.69,0.97,1.23,4,1007.56,109,108.08,77.2,49.8785,33.4,1.05,47.45,54.55,-0.69,17.23,447.06
32,1.89,3.58,180.7530144,2128.1,23.62,1.09,0.78,2,1014.1,102,24.77,49.54,50.0393,30.7,1.03,49.21,64.01,0.43,18.87333333,443.53
24,0.68,4.79,176.4093808,2297.13,21.87,1.36,2.59,3,1011.13,111,55.332,92.22,50.0127,32.9,1.38,61.45,82.65,0.65,16.29,445.21
35,1.14,3.3,176.2311899,2043.53,29.25,1.28,0.51,1,1015.53,95,16.825,33.65,49.7912,26.8,0.92,66.51,86.11,0.43,19.75,441.7
36,1.01,3.02,170.8684624,2180.05,20.03,1.14,0.64,2,1013.05,100,32.295,64.59,49.9841,27.9,0.87,66.86,84.76,0.35,16.67666667,450.93
35,1.09,2.94,187.2027954,2182.95,18.14,0.85,0.48,3,1002.95,91,80.072,100.09,50.2594,25.5,0.86,49.78,61.18,0,15.04666667,451.44
